date,year,model_id,monitor_source_tier,valid_monitor_sites,monitored_counties,monitored_county_population,high_pm25_monitor_sites,smoke_coincident_high_pm25_monitor_sites,smoke_coincident_counties,indicative_county_population,broad_proxy_day_10m,event_included_monitor_sites,event_included_smoke_coincident_high_pm25_monitor_sites,balanced_valid_monitor_sites,balanced_high_pm25_monitor_sites,balanced_smoke_coincident_high_pm25_monitor_sites,balanced_smoke_coincident_counties,balanced_indicative_county_population,balanced_broad_proxy_day_10m,comparable_to_stanford
2017-11-03,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1183,726,233601297,0,0,0,0,0,47,0,115,0,0,0,0,0,false
2017-11-04,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,810,560,211298069,0,0,0,0,0,48,0,110,0,0,0,0,0,false
2017-11-05,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,798,553,209110693,0,0,0,0,0,48,0,110,0,0,0,0,0,false
2017-11-06,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1132,707,229843048,0,0,0,0,0,46,0,113,0,0,0,0,0,false
2017-11-07,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,787,541,203128087,1,0,0,0,0,47,0,108,0,0,0,0,0,false
2017-11-08,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,796,547,206770958,1,0,0,0,0,49,0,113,0,0,0,0,0,false
2017-11-09,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1178,721,232966982,0,0,0,0,0,51,0,116,0,0,0,0,0,false
2017-11-10,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,812,554,210070950,1,0,0,0,0,50,0,116,1,0,0,0,0,false
2017-11-11,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,803,550,208417326,0,0,0,0,0,49,0,115,0,0,0,0,0,false
2017-11-12,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1151,710,230674551,7,0,0,0,0,51,0,117,1,0,0,0,0,false
2017-11-13,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,799,545,206673684,6,0,0,0,0,50,0,113,2,0,0,0,0,false
2017-11-14,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,802,547,207460057,3,0,0,0,0,51,0,113,0,0,0,0,0,false
2017-11-15,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1175,716,233539895,1,0,0,0,0,53,0,116,0,0,0,0,0,false
2017-11-16,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,805,550,209603431,1,0,0,0,0,50,0,112,0,0,0,0,0,false
2017-11-17,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,798,544,205303277,0,0,0,0,0,50,0,115,0,0,0,0,0,false
2017-11-18,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1157,709,231115211,2,0,0,0,0,47,0,117,0,0,0,0,0,false
2017-11-19,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,802,546,205532716,1,0,0,0,0,46,0,115,1,0,0,0,0,false
2017-11-20,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,790,539,202274484,5,0,0,0,0,47,0,115,0,0,0,0,0,false
2017-11-21,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1181,723,232726802,7,0,0,0,0,47,0,117,0,0,0,0,0,false
2017-11-22,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,807,554,209414397,10,0,0,0,0,47,0,114,1,0,0,0,0,false
2017-11-23,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,808,551,210437639,6,0,0,0,0,48,0,115,1,0,0,0,0,false
2017-11-24,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1155,712,233708152,12,0,0,0,0,46,0,117,1,0,0,0,0,false
2017-11-25,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,810,551,210821103,7,0,0,0,0,46,0,115,1,0,0,0,0,false
2017-11-26,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,802,550,209462260,8,0,0,0,0,46,0,116,3,0,0,0,0,false
2017-11-27,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1169,716,233608699,3,0,0,0,0,45,0,116,1,0,0,0,0,false
2017-11-28,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,803,549,209331779,1,0,0,0,0,48,0,110,1,0,0,0,0,false
2017-11-29,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,801,547,209633010,0,0,0,0,0,48,0,108,0,0,0,0,0,false
2017-11-30,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1161,709,233288378,7,0,0,0,0,48,0,116,0,0,0,0,0,false
2017-12-01,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,809,556,211448072,10,0,0,0,0,49,0,111,2,0,0,0,0,false
2017-12-02,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,811,559,211794879,18,0,0,0,0,48,0,110,4,0,0,0,0,false
2017-12-03,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1195,721,233734611,13,0,0,0,0,52,0,116,3,0,0,0,0,false
2017-12-04,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,808,558,209090076,10,0,0,0,0,49,0,110,4,0,0,0,0,false
2017-12-05,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,807,557,210388973,3,3,3,2287071,0,51,2,113,0,0,0,0,0,false
2017-12-06,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1154,715,233533932,8,5,3,11229199,1,52,3,113,1,0,0,0,0,false
2017-12-07,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,811,560,210911813,10,4,2,1286153,0,53,4,113,2,0,0,0,0,false
2017-12-08,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,813,561,211342203,14,5,2,1286153,0,54,5,112,3,0,0,0,0,false
2017-12-09,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1191,724,232430726,28,7,5,3413422,0,57,3,117,7,3,3,2127269,0,false
2017-12-10,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,810,558,209581609,20,5,3,2200043,0,53,4,113,4,1,1,913890,0,false
2017-12-11,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,798,554,208753564,19,4,2,1286153,0,51,4,110,3,0,0,0,0,false
2017-12-12,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1148,713,232396702,27,7,6,1923268,0,55,2,113,5,2,1,382986,0,false
2017-12-13,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,809,563,211639582,22,8,6,1966902,0,54,4,112,4,2,2,451725,0,false
2017-12-14,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,807,554,209033051,19,3,2,1286153,0,56,3,112,3,0,0,0,0,false
2017-12-15,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1195,729,235101440,38,13,8,6439649,0,60,4,114,2,0,0,0,0,false
2017-12-16,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,824,567,212173277,14,3,2,1286153,0,56,3,110,1,0,0,0,0,false
2017-12-17,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,811,561,211201251,3,1,1,444766,0,55,1,109,1,0,0,0,0,false
2017-12-18,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1157,711,232841985,3,0,0,0,0,55,0,112,1,0,0,0,0,false
2017-12-19,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,808,555,209263164,2,1,1,180267,0,52,0,108,0,0,0,0,0,false
2017-12-20,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,814,562,212362810,0,0,0,0,0,51,0,108,0,0,0,0,0,false
2017-12-21,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1192,722,233849657,1,0,0,0,0,51,0,110,0,0,0,0,0,false
2017-12-22,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,823,565,211800225,7,0,0,0,0,49,0,108,0,0,0,0,0,false
2017-12-23,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,827,569,212647616,16,0,0,0,0,47,0,111,1,0,0,0,0,false
2017-12-24,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1179,724,234260808,31,0,0,0,0,47,0,115,2,0,0,0,0,false
2017-12-25,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,827,570,213198035,35,0,0,0,0,46,0,112,4,0,0,0,0,false
2017-12-26,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,819,564,211217479,26,0,0,0,0,46,0,109,4,0,0,0,0,false
2017-12-27,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1160,715,234052922,24,0,0,0,0,49,0,115,3,0,0,0,0,false
2017-12-28,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,821,568,211727856,21,0,0,0,0,47,0,110,4,0,0,0,0,false
2017-12-29,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,814,565,211122649,18,0,0,0,0,46,0,110,1,0,0,0,0,false
2017-12-30,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1162,714,233470691,28,0,0,0,0,50,0,116,1,0,0,0,0,false
2017-12-31,2017,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,805,552,211146133,41,0,0,0,0,45,0,111,4,0,0,0,0,false
2018-01-01,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,814,564,212676100,49,0,0,0,0,68,0,111,5,0,0,0,0,false
2018-01-02,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1153,710,230119139,34,0,0,0,0,59,0,113,4,0,0,0,0,false
2018-01-03,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,828,566,212877473,34,0,0,0,0,62,0,112,6,0,0,0,0,false
2018-01-04,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,819,561,208875634,13,0,0,0,0,60,0,111,1,0,0,0,0,false
2018-01-05,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1153,713,231736202,11,1,1,32070,0,59,0,115,2,0,0,0,0,false
2018-01-06,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,834,569,212106632,5,0,0,0,0,65,0,113,1,0,0,0,0,false
2018-01-07,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,833,569,212395549,2,0,0,0,0,64,0,114,1,0,0,0,0,false
2018-01-08,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1179,715,230824016,3,0,0,0,0,62,0,115,1,0,0,0,0,false
2018-01-09,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,819,556,210221785,0,0,0,0,0,62,0,109,0,0,0,0,0,false
2018-01-10,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,819,558,211827711,1,0,0,0,0,63,0,112,0,0,0,0,0,false
2018-01-11,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1149,696,227271528,1,0,0,0,0,61,0,112,0,0,0,0,0,false
2018-01-12,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,800,547,209065652,3,0,0,0,0,59,0,105,1,0,0,0,0,false
2018-01-13,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,809,550,209616776,2,0,0,0,0,61,0,104,1,0,0,0,0,false
2018-01-14,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1173,709,229885332,2,0,0,0,0,65,0,111,0,0,0,0,0,false
2018-01-15,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,812,556,212088889,1,0,0,0,0,62,0,106,1,0,0,0,0,false
2018-01-16,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,806,552,211146749,1,0,0,0,0,60,0,104,0,0,0,0,0,false
2018-01-17,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1118,685,228231109,6,0,0,0,0,64,0,108,0,0,0,0,0,false
2018-01-18,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,817,555,210368321,2,0,0,0,0,63,0,106,0,0,0,0,0,false
2018-01-19,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,824,560,211701425,1,1,1,72654,0,64,0,109,0,0,0,0,0,false
2018-01-20,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1187,718,232680209,1,0,0,0,0,67,0,114,0,0,0,0,0,false
2018-01-21,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,823,559,211517796,0,0,0,0,0,62,0,109,0,0,0,0,0,false
2018-01-22,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,817,560,211810272,0,0,0,0,0,64,0,108,0,0,0,0,0,false
2018-01-23,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1155,707,231708703,1,0,0,0,0,67,0,112,0,0,0,0,0,false
2018-01-24,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,811,557,211340139,0,0,0,0,0,61,0,109,0,0,0,0,0,false
2018-01-25,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,819,565,210430685,0,0,0,0,0,66,0,111,0,0,0,0,0,false
2018-01-26,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1183,721,231757017,0,0,0,0,0,68,0,114,0,0,0,0,0,false
2018-01-27,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,823,570,212165723,1,0,0,0,0,65,0,113,0,0,0,0,0,false
2018-01-28,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,814,562,210724007,1,0,0,0,0,66,0,113,0,0,0,0,0,false
2018-01-29,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1144,703,228944661,6,0,0,0,0,66,0,116,1,0,0,0,0,false
2018-01-30,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,814,562,210388178,6,0,0,0,0,62,0,112,1,0,0,0,0,false
2018-01-31,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,780,535,209538912,7,0,0,0,0,64,0,102,1,0,0,0,0,false
2018-02-01,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1188,722,232104316,13,0,0,0,0,72,0,116,1,0,0,0,0,false
2018-02-02,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,824,566,211837593,11,0,0,0,0,67,0,113,1,0,0,0,0,false
2018-02-03,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,825,565,211953888,13,0,0,0,0,67,0,111,1,0,0,0,0,false
2018-02-04,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1157,713,231804053,15,0,0,0,0,69,0,115,1,0,0,0,0,false
2018-02-05,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,817,558,210420524,7,0,0,0,0,67,0,111,1,0,0,0,0,false
2018-02-06,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,825,566,211748936,4,0,0,0,0,67,0,113,2,0,0,0,0,false
2018-02-07,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1186,722,232881281,2,0,0,0,0,68,0,116,0,0,0,0,0,false
2018-02-08,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,828,566,212059412,0,0,0,0,0,69,0,111,0,0,0,0,0,false
2018-02-09,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,837,569,212532751,0,0,0,0,0,71,0,112,0,0,0,0,0,false
2018-02-10,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1175,723,233616635,12,0,0,0,0,70,0,116,1,0,0,0,0,false
2018-02-11,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,837,571,213695394,0,0,0,0,0,72,0,113,0,0,0,0,0,false
2018-02-12,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,828,572,214152788,0,0,0,0,0,72,0,110,0,0,0,0,0,false
2018-02-13,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1185,726,232828285,0,0,0,0,0,72,0,113,0,0,0,0,0,false
2018-02-14,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,827,569,212875267,0,0,0,0,0,70,0,110,0,0,0,0,0,false
2018-02-15,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,835,574,211344204,0,0,0,0,0,70,0,110,0,0,0,0,0,false
2018-02-16,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1165,722,232596699,0,0,0,0,0,73,0,113,0,0,0,0,0,false
2018-02-17,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,827,571,213819654,0,0,0,0,0,69,0,109,0,0,0,0,0,false
2018-02-18,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,823,567,212593792,0,0,0,0,0,69,0,110,0,0,0,0,0,false
2018-02-19,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1184,723,231412846,1,0,0,0,0,71,0,113,0,0,0,0,0,false
2018-02-20,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,814,563,211541594,0,0,0,0,0,69,0,110,0,0,0,0,0,false
2018-02-21,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,819,565,212107014,0,0,0,0,0,71,0,105,0,0,0,0,0,false
2018-02-22,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1149,713,230788327,3,0,0,0,0,76,0,109,0,0,0,0,0,false
2018-02-23,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,825,567,212843985,3,0,0,0,0,70,0,112,0,0,0,0,0,false
2018-02-24,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,829,569,212779679,0,0,0,0,0,70,0,113,0,0,0,0,0,false
2018-02-25,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1182,727,233045247,0,0,0,0,0,70,0,114,0,0,0,0,0,false
2018-02-26,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,810,556,210037027,0,0,0,0,0,68,0,112,0,0,0,0,0,false
2018-02-27,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,816,558,212815365,0,0,0,0,0,68,0,114,0,0,0,0,0,false
2018-02-28,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1157,705,231471886,0,0,0,0,0,71,0,116,0,0,0,0,0,false
2018-03-01,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,819,561,212507997,0,0,0,0,0,71,0,112,0,0,0,0,0,false
2018-03-02,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,806,554,210514417,0,0,0,0,0,70,0,112,0,0,0,0,0,false
2018-03-03,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1177,710,230250907,0,0,0,0,0,70,0,115,0,0,0,0,0,false
2018-03-04,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,814,558,208865558,0,0,0,0,0,67,0,114,0,0,0,0,0,false
2018-03-05,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,805,560,208707093,1,0,0,0,0,68,0,112,1,0,0,0,0,false
2018-03-06,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1142,700,228584305,1,0,0,0,0,74,0,115,0,0,0,0,0,false
2018-03-07,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,814,562,210580987,0,0,0,0,0,71,0,115,0,0,0,0,0,false
2018-03-08,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,809,557,207026218,0,0,0,0,0,70,0,115,0,0,0,0,0,false
2018-03-09,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1174,710,229883212,1,0,0,0,0,71,0,117,0,0,0,0,0,false
2018-03-10,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,824,563,211209645,2,1,1,86477,0,66,0,115,0,0,0,0,0,false
2018-03-11,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,819,565,210847428,4,0,0,0,0,68,0,115,1,0,0,0,0,false
2018-03-12,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1147,703,228650597,0,0,0,0,0,72,0,117,0,0,0,0,0,false
2018-03-13,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,814,562,210902691,0,0,0,0,0,69,0,113,0,0,0,0,0,false
2018-03-14,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,823,569,212939619,0,0,0,0,0,66,0,111,0,0,0,0,0,false
2018-03-15,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1170,714,231090949,0,0,0,0,0,73,0,117,0,0,0,0,0,false
2018-03-16,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,835,574,213832608,0,0,0,0,0,72,0,115,0,0,0,0,0,false
2018-03-17,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,842,578,214186376,1,0,0,0,0,75,0,116,1,0,0,0,0,false
2018-03-18,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1162,714,230522913,1,0,0,0,0,72,0,117,1,0,0,0,0,false
2018-03-19,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,828,568,212489807,0,0,0,0,0,74,0,115,0,0,0,0,0,false
2018-03-20,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,827,565,213510981,0,0,0,0,0,74,0,115,0,0,0,0,0,false
2018-03-21,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1185,724,232739864,2,0,0,0,0,73,0,116,0,0,0,0,0,false
2018-03-22,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,832,570,213201238,2,0,0,0,0,72,0,114,0,0,0,0,0,false
2018-03-23,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,836,574,214844982,0,0,0,0,0,71,0,115,0,0,0,0,0,false
2018-03-24,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1175,721,232297684,0,0,0,0,0,73,0,116,0,0,0,0,0,false
2018-03-25,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,839,579,214494898,0,0,0,0,0,73,0,115,0,0,0,0,0,false
2018-03-26,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,818,565,212662452,1,0,0,0,0,69,0,112,0,0,0,0,0,false
2018-03-27,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1191,722,231449797,0,0,0,0,0,70,0,114,0,0,0,0,0,false
2018-03-28,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,823,563,213275669,0,0,0,0,0,67,0,111,0,0,0,0,0,false
2018-03-29,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,827,566,213098959,0,0,0,0,0,67,0,112,0,0,0,0,0,false
2018-03-30,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1173,720,231545916,0,0,0,0,0,69,0,116,0,0,0,0,0,false
2018-03-31,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,803,549,212300291,0,0,0,0,0,71,0,103,0,0,0,0,0,false
2018-04-01,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,835,574,213573397,0,0,0,0,0,72,0,114,0,0,0,0,0,false
2018-04-02,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1189,727,233791909,0,0,0,0,0,73,0,116,0,0,0,0,0,false
2018-04-03,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,834,574,214479790,0,0,0,0,0,71,0,114,0,0,0,0,0,false
2018-04-04,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,825,566,212870548,0,0,0,0,0,72,0,113,0,0,0,0,0,false
2018-04-05,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1162,708,230985243,2,0,0,0,0,74,0,115,1,0,0,0,0,false
2018-04-06,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,825,567,215366975,0,0,0,0,0,73,0,114,0,0,0,0,0,false
2018-04-07,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,834,571,215472437,0,0,0,0,0,76,0,114,0,0,0,0,0,false
2018-04-08,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1195,725,235124413,0,0,0,0,0,80,0,114,0,0,0,0,0,false
2018-04-09,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,819,563,213823066,0,0,0,0,0,78,0,109,0,0,0,0,0,false
2018-04-10,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,824,566,212302127,0,0,0,0,0,79,0,110,0,0,0,0,0,false
2018-04-11,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1168,718,233641678,2,2,2,168337,0,79,1,113,0,0,0,0,0,false
2018-04-12,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,828,563,211022618,1,0,0,0,0,77,0,108,0,0,0,0,0,false
2018-04-13,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,818,560,211951713,2,0,0,0,0,77,0,110,0,0,0,0,0,false
2018-04-14,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1188,724,234215089,0,0,0,0,0,77,0,114,0,0,0,0,0,false
2018-04-15,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,814,556,211107608,0,0,0,0,0,74,0,111,0,0,0,0,0,false
2018-04-16,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,802,545,208160154,0,0,0,0,0,73,0,111,0,0,0,0,0,false
2018-04-17,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,1149,709,230974242,0,0,0,0,0,80,0,115,0,0,0,0,0,false
2018-04-18,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,822,564,211631398,1,1,1,790767,0,75,1,114,0,0,0,0,0,false
2018-04-19,2018,AQS_HMS_MONITOR_COINCIDENCE_V3,final_aqs_daily,827,564,213495604,0,0,0,0,0,79,0,114,0,0,0,0,0,false
